date,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
1/5/2022,0.209881035,-1.606984772,-1.960954252,0.373042535,-1.339510892,-1.697405729,-1.424560612,-1.085063892,-0.197625388,-0.534520546
1/6/2022,-0.396527805,0.343895997,-1.266535685,-0.99103276,-1.750125067,-2.21434619,0.306640114,-1.436179359,-0.111681381,0.065505588
1/7/2022,-0.339563786,-0.953912546,-2.907180957,0.696632462,-1.105115438,-1.275559881,-1.506578517,0.966893915,0.556003092,1.587138314
1/8/2022,0.203819261,0.197441091,-2.926133376,1.809800428,-1.825774647,-2.027665207,1.190747592,0.18013078,-1.293821978,1.020899184
1/9/2022,-0.477176735,-0.005113096,-3.244595551,0.653112381,-1.299078547,-2.259522795,1.310213164,-0.951694038,-0.125521498,0.155403008
1/10/2022,-0.516792438,-1.258645673,-1.708546993,2.325327603,-2.922987,-1.937994998,2.426048104,0.48801702,-0.304701285,-1.103838877
1/11/2022,-0.540267579,0.62617718,-3.851255032,-0.346283073,-0.952900949,-2.682437738,1.310069153,-0.18973326,0.951277422,-0.18263449
1/12/2022,-0.295100099,1.128700564,-0.524638028,0.123020583,-1.478970777,-3.113961636,1.726860344,-1.204396769,0.376936895,1.034533597
1/13/2022,0.679512522,0.867806773,-3.111813688,-0.790368648,-0.028792078,-3.72676528,1.101006546,-1.419006911,-0.501939297,0.041734679
1/14/2022,0.830923955,0.618011979,-2.059204314,-1.020955781,1.36945839,-2.077622792,1.335513518,-3.227923701,-1.446543304,0.281009257
1/15/2022,-1.279678967,0.567469624,-2.707921573,-0.20344589,-2.173500762,-2.841645133,0.219482289,-2.696746282,-1.858822469,0.849527812
1/16/2022,2.96614615,-0.145549459,-2.723900625,1.054168809,1.114464911,-2.13560009,0.675498611,-3.493676955,-2.015563026,1.523894876
1/17/2022,0.572573179,1.122487736,-3.131857623,0.272489356,-0.183153709,-1.144146886,-0.103342361,-1.232622782,-0.122706765,0.141270683
1/18/2022,1.627420776,0.434099105,-2.610881676,0.987647063,-0.791314141,-0.891343732,-0.946729056,-1.100510001,-2.00897321,1.165648207
1/19/2022,-1.768798468,2.361966293,-1.128673327,0.142372315,-0.967196304,-1.081332493,-0.15166529,0.060750101,0.024659553,1.131200816
1/20/2022,0.622473452,0.779267644,-2.83911449,-0.909091558,-1.061828227,0.057383834,0.887956088,0.320782287,-0.919502761,1.138684197
1/21/2022,-2.030050097,1.302201339,-0.976726017,-0.680128394,1.782559625,-0.81675229,0.678424062,1.888326819,-0.918729608,1.660395581
1/22/2022,-1.984230168,1.206812117,-3.646234345,-1.964659442,0.112282384,1.041002591,-0.661870933,0.604809043,-1.943467774,1.685981404
1/23/2022,-1.737875349,1.144914179,-1.962437417,0.04849336,1.44835847,-0.686637627,-0.78907971,2.473764865,-1.237716009,0.933536126
1/24/2022,-1.186924211,1.529522835,-2.637390621,-2.32905428,0.39821216,0.207033063,-1.501054204,1.372621662,-1.972844119,1.267321358
1/25/2022,-1.310074307,-0.008094363,-0.838385717,-0.817134658,1.082021621,-0.8007018,0.37259207,1.8960307,-0.706315853,-0.267469267
1/26/2022,-2.618455579,2.43689343,-1.808649227,-2.136349393,-0.000431505,-0.223367043,-1.532878423,1.252692709,-1.927202818,1.041237647
1/27/2022,-3.087648148,1.168657276,-2.806435041,-0.675968727,1.004712514,-0.230050474,0.412876323,1.385209785,-1.665897612,0.197534056
1/28/2022,-3.922504906,2.05375304,-1.573031313,-1.966490456,-1.64039462,-1.324402312,-1.609089962,0.740753829,-3.732953156,-1.11119099
1/29/2022,-2.834744909,-0.134758805,-1.305759304,-0.628249217,-0.285759386,-1.910809062,-0.454310701,0.109489544,-0.070072724,-0.518048833
1/30/2022,-4.205097547,2.189847278,-1.359065703,-3.834676052,0.564126367,-0.369435814,-0.1137503,-0.499107868,-2.908092093,-0.364714608
1/31/2022,-2.977468775,0.71763592,-2.194432084,-1.401731299,2.013091142,-0.605366956,0.58669939,0.474591385,-1.899135504,1.17209823
2/1/2022,-2.366386998,1.186600857,-1.903638036,-2.384745301,-0.047639829,-2.918071747,0.427578557,0.011512658,-3.620361902,-0.246132325
2/2/2022,-0.997748279,0.501544969,-0.656309988,-3.353062241,0.596345062,-0.256020235,0.508554771,0.098839286,-3.291314763,-1.1506133
2/3/2022,-0.355120895,0.010080587,-1.642312803,-2.256843141,0.103719396,-0.614469141,-0.043954211,-0.001617559,-4.267595059,-1.297845325
2/4/2022,-0.077387288,-0.80667951,-1.60443651,-2.812111819,-0.323942742,0.290196897,0.513232751,1.421055494,-2.185477333,-0.574473753
2/5/2022,0.088715152,2.173826554,-1.254855821,-0.706024169,-0.347185391,0.18203159,-0.29843977,1.19541681,-2.219133124,-1.270235552
2/6/2022,-0.777242629,-0.564926606,-0.912486421,-1.667968664,1.091241588,0.424432849,0.312651499,1.753509217,-2.213455511,-1.132581003
2/7/2022,1.855589094,0.809445624,-2.176946582,-0.857822135,-0.681248478,0.328789094,-0.467964452,0.773214725,0.181846115,0.454376044
2/8/2022,0.230069531,-0.431985991,-0.342540955,-1.523200821,-1.327910326,1.783049136,2.136313823,1.386025615,-0.2932255,-0.093172015
2/9/2022,0.217810356,-0.42599439,-2.977608808,-3.08426289,0.386559959,3.038232916,0.581643489,2.705311522,0.180397226,0.167213931
2/10/2022,-1.122760454,-0.961801749,-0.277121352,-3.212084763,-2.173687064,1.79932479,1.174490856,2.093191224,0.506063485,-1.580992883
2/11/2022,-0.397934584,-1.821351645,-2.883382871,-4.780910473,-0.160829089,1.714636982,1.560686693,2.577482041,-1.6138852,1.269314064
2/12/2022,-0.509890315,-2.284810687,-0.290042225,-3.308424704,-0.471092775,0.449616567,0.436563991,2.500111707,0.759485886,0.017515681
2/13/2022,-3.422427669,-0.88199686,-2.144569769,-3.439598893,-0.198613043,3.398979658,0.585420191,2.836996209,-1.932037929,0.822931527
2/14/2022,-1.711196197,-1.049245693,-0.466494402,-4.500776483,0.275871434,0.731822227,0.992396752,1.370184852,0.078780275,-1.030496398
2/15/2022,-2.817117479,1.242309509,-1.722352353,-4.506426427,0.828035456,3.551409352,0.393651373,2.534114322,-0.014738991,-0.293852944
2/16/2022,-0.333089511,-1.684941834,-0.272339689,-2.050693561,1.506747142,2.068042553,1.762040456,1.257508559,2.371451568,-1.940394096
2/17/2022,-2.16317364,0.320458699,-0.97086809,-3.601479307,1.194651857,4.446401673,0.843768243,1.278695494,1.45202252,1.505221612
2/18/2022,-2.009014216,-1.527849869,-0.315513294,-1.560537805,0.181393302,4.425083717,-0.54563533,0.90645448,1.543910095,-0.004167308
2/19/2022,-3.24304285,0.41936576,0.344112833,-2.378561652,1.865263957,3.214150566,0.738449282,-0.012960625,2.738026807,1.988354992
2/20/2022,-2.559000708,-2.385349995,0.44829079,-0.591117115,-0.656831943,4.915286673,0.449557553,-0.065541316,2.656943353,0.2371118
2/21/2022,-3.1661721,-2.860687482,-0.248747968,-1.746702577,1.565175277,2.968558864,-0.975250613,-0.335568662,3.303995569,1.706153632
2/22/2022,-1.887433183,-0.891636688,-0.349301174,-0.342435338,0.715115798,4.592188152,-0.419656783,0.895145784,3.026093082,2.906209557
2/23/2022,-3.215014294,-1.70201353,-1.450348484,-0.280966656,2.222775869,3.271752839,-0.36482826,-0.777076371,2.745690871,2.141507496
2/24/2022,-0.921335306,-0.894480464,0.079702196,0.555511499,0.392763763,3.863862898,0.727219809,0.718935389,1.95605475,3.110947811
2/25/2022,-3.303933078,-2.041343035,-0.828317497,1.31249758,1.268901247,4.700285404,2.614049482,1.629940118,3.920017757,2.556742427
2/26/2022,-1.81356199,-1.149169681,0.241904706,0.744588,-0.551612846,3.22206753,1.815373916,-0.073758917,1.064769058,2.422153045
2/27/2022,-3.772791606,-1.200077833,-0.498377616,2.801818437,0.754953102,3.730757417,1.992721652,1.142942224,2.207941551,1.594784585
2/28/2022,-1.104557032,0.332681082,-1.370922337,0.611881683,-0.431980306,3.985540713,2.855005142,1.022699021,1.312734366,2.361051847
3/1/2022,-2.288626123,-0.600447087,0.410303051,1.057241796,0.952846637,3.425294035,1.904210027,2.748431775,1.549884702,1.608785433
3/2/2022,0.447356477,0.613896433,-0.983767476,0.501923422,3.178794112,3.915224212,3.205861648,2.222077218,0.872578425,2.511780969
3/3/2022,0.366479919,-0.062849201,-0.68238211,-0.191695801,1.191099055,3.864190653,0.830946948,1.017437007,1.692497324,1.168338099
3/4/2022,0.808019348,-0.455210332,-0.616010352,1.503014191,1.749621891,2.429893741,3.975765399,1.129277649,0.291532301,2.071050564
3/5/2022,0.074245909,-1.485001625,-2.524260617,1.359687318,0.47732842,3.907393874,1.495415187,1.006332605,-0.379587046,1.581331933
3/6/2022,-0.24113268,-2.048187625,-2.012766626,-0.573805201,0.180731223,5.659660528,1.577934673,0.62779885,-0.552052282,2.777754183
3/7/2022,1.363513237,-1.310345453,-2.378490921,1.35247027,-0.229226514,2.191780348,2.004831549,0.455740968,-0.493808555,1.714725303
3/8/2022,0.374634119,-0.230919702,1.180413254,-0.580288055,-0.895986292,0.104165594,,,,
3/9/2022,-1.648201738,-0.701789132,-0.433884546,-0.285926677,-0.916275446,-0.298141252,,,,
3/10/2022,-1.354949363,0.752363391,-0.40374775,-0.28265179,-0.976838448,0.166653949,,,,
3/11/2022,-2.726420338,-2.229478875,-1.412938749,0.444164811,1.014746089,-0.639391391,,,,
3/12/2022,-1.796264855,2.693609454,0.822089307,0.537470181,1.067644671,1.275890088,,,,
3/13/2022,-1.103030975,-1.470840346,0.55068718,1.968587465,-0.856076984,-0.578312202,,,,
3/14/2022,-1.390408924,1.127152293,0.232630355,1.158317409,0.64672724,1.200623083,,,,
3/15/2022,-0.996532763,0.786211168,0.553155121,1.800971094,-0.831388817,-2.303703484,,,,
3/16/2022,-2.315609637,-1.177203459,3.132708448,1.581760515,-0.329978635,-0.46316243,,,,
3/17/2022,-1.241745594,2.214113784,0.909880199,3.427195678,0.132816304,0.392806744,,,,
3/18/2022,1.033028565,-1.070150908,0.902773187,2.769375777,-0.377932297,-0.397956334,,,,
3/19/2022,1.324994262,3.045770939,0.548466528,2.343843485,-1.184996895,-0.909623029,,,,
3/20/2022,2.659845684,-1.16758638,0.445215387,1.522472534,-0.449872262,1.457170045,,,,
3/21/2022,1.715022425,1.695534103,1.337641947,-0.868899962,1.464190472,0.395142321,,,,
3/22/2022,0.927647456,-0.773670243,0.871675289,-2.668985482,1.121839109,0.849499688,,,,
3/23/2022,1.796842831,1.15292203,0.35704827,-2.271225066,-0.386565887,-0.410867823,,,,
3/24/2022,1.763189652,-0.058826834,0.494147586,-1.724787394,0.060202101,0.072975073,,,,
3/25/2022,2.035270231,0.810385618,-0.466672763,-2.070093478,0.243821324,1.002181557,,,,
3/26/2022,1.28942787,0.552066128,1.641678689,-1.04039315,-0.000482907,-1.302044555,,,,
3/27/2022,0.854969184,-0.582044321,2.680591333,0.529511433,-0.288199135,0.400036397,,,,
3/28/2022,0.848581109,2.235713522,0.543770493,2.136745368,2.087562269,0.199999554,,,,
3/29/2022,0.637561141,-1.814221549,-1.616394,-0.470154474,0.186341614,2.17019872,,,,
3/30/2022,1.237738448,0.145583137,1.143499325,0.433724222,-0.777569821,-1.230853488,,,,
3/31/2022,0.498468731,1.158730785,1.064094677,1.293626027,2.417271806,-1.086534126,,,,
4/1/2022,-0.571257325,-2.349497939,-0.874522086,1.727802199,0.683783698,1.016969358,,,,
4/2/2022,1.07970541,1.917924051,-1.248125518,2.510098642,-2.383116233,-1.473012559,,,,
4/3/2022,0.017937582,-2.382729132,-1.653600086,1.860681667,-2.584799039,-0.312911057,,,,
4/4/2022,0.30090058,3.213752326,-0.695369247,1.200592627,-0.863137717,1.991256684,,,,
4/5/2022,-1.650179444,-1.905778696,-0.623025998,1.979801963,1.507009157,-2.020341324,,,,
4/6/2022,-1.798827534,0.841916351,1.063282005,0.907224437,1.813414353,-0.74555504,,,,
4/7/2022,1.16220084,0.392569604,2.393283502,1.618605757,0.709030343,0.626366366,,,,
4/8/2022,0.905013004,-0.096128773,2.106223075,0.493198676,-0.879440995,-0.303525019,,,,
4/9/2022,1.449950216,0.77470324,1.031887082,-0.192619129,-1.562041041,0.756130771,,,,
4/10/2022,1.558108333,0.291874888,1.633612658,-0.853510556,-0.534146869,-0.459113033,,,,
4/11/2022,-0.329031347,-0.740634807,0.069193855,0.199979142,0.122430625,2.814337656,,,,
4/12/2022,0.629038522,0.859893046,-0.615101574,0.100095027,-0.10101801,-0.519114263,,,,
4/13/2022,-0.581365101,-3.214834689,-0.283129688,0.618217753,-1.970336409,-2.928309523,,,,
4/14/2022,0.305934822,2.220644918,-0.327072295,2.870618056,-1.225115519,1.715817288,,,,
4/15/2022,-0.991459875,-0.930180459,-0.938855891,1.302386543,-0.032204912,-0.634874984,,,,
4/16/2022,-0.725581117,1.762992842,-0.098214198,2.369098882,-1.770882891,1.063437373,,,,
4/17/2022,0.022358244,-0.815848443,-0.674050498,2.519038753,-3.005219378,-1.559012291,,,,
4/18/2022,-0.310434061,0.899535552,0.797213168,2.030646594,-1.225866958,0.191323047,,,,
4/19/2022,-0.362029192,0.02895833,0.047307117,0.443296285,-0.769830499,0.434576589,,,,
4/20/2022,0.319532619,-0.951115009,-0.337276491,3.200102115,-2.552306536,0.360231813,,,,
4/21/2022,0.94389666,0.086452606,-0.23254146,0.901506976,-1.561880999,-1.941567269,,,,
4/22/2022,2.178615787,-0.9816966,1.24565111,-0.043485963,0.414792242,0.765747681,,,,
4/23/2022,4.349749815,1.137250045,1.233900427,1.091130802,1.42292982,-1.765296818,,,,
4/24/2022,2.932086441,-0.847019432,0.98116328,-0.680964634,-0.169462313,1.968759001,,,,
4/25/2022,3.381921689,1.07153259,1.515660398,-0.104570475,-0.828906342,-1.043787007,,,,
4/26/2022,3.060004297,-0.466324498,-0.326434746,-1.650228857,1.102015588,1.846244887,,,,
4/27/2022,2.211946867,1.534335518,0.983514563,-0.867031924,-0.585077859,0.215494237,,,,
4/28/2022,1.495524963,0.514510563,0.500511262,1.48308663,-0.049055035,-1.609011112,,,,
4/29/2022,0.050265884,-1.720743115,-1.193248245,1.384782033,2.736863505,0.899375335,,,,
4/30/2022,1.026220061,1.811351946,-1.184781999,1.589033299,0.720680259,0.92369809,,,,
5/1/2022,1.755395398,-2.057174358,-0.958041302,1.997759065,-0.725584352,-0.356576252,,,,
5/2/2022,0.726823191,3.05651774,1.040617173,0.802309223,-3.953548963,-1.434083417,,,,
5/3/2022,-0.692474988,-1.745856441,-1.477130499,-0.318570966,-5.059141142,-1.197327591,,,,
5/4/2022,-0.45444414,2.588297065,-1.08547861,-0.786141717,-0.284412399,1.627367171,,,,
5/5/2022,0.798952482,-3.306933308,-1.507628138,-0.272224278,-1.869047804,-0.890565233,,,,
5/6/2022,2.299945247,2.727847474,-0.484221625,-1.289998016,-2.230511258,1.876090691,,,,
5/7/2022,1.053430131,-0.569433344,-0.223921922,-1.107746409,-0.999608347,-1.781609153,,,,
5/8/2022,0.617219262,-0.409888083,0.943630903,-0.086605919,-1.095581052,1.224890537,,,,
5/9/2022,2.145286063,-0.6672793,1.462864933,-0.617355618,-0.805159357,0.480997002,,,,
5/10/2022,1.098738997,0.390423502,1.444102527,-0.550696921,-0.685914347,0.140714713,,,,
5/11/2022,-0.241160738,-0.980611403,2.517695986,-0.265818541,-0.301869707,-2.245363288,,,,
5/12/2022,0.179985166,1.617717108,0.177161247,-1.823764344,0.315419334,-0.291394144,,,,
5/13/2022,2.503717433,-1.716305373,-0.403953152,-1.624812722,0.052805157,0.538329623,,,,
5/14/2022,1.000438893,1.164393624,0.762620817,-2.504773917,0.864889691,1.387187045,,,,
5/15/2022,0.227221574,-2.280380329,-0.201753454,-2.257993933,-0.173477956,0.512780991,,,,
5/16/2022,0.055167591,2.178253263,-1.350117237,-1.300243879,-0.893117316,0.9882189,,,,
5/17/2022,0.09769531,-1.068356537,-0.325056097,-0.413226081,-2.141509755,-2.229841869,,,,
5/18/2022,-0.320463142,-0.428999057,0.651913661,-1.220016193,-1.192115619,-0.002667593,,,,
5/19/2022,0.254035905,1.792783781,-0.190709297,-2.179865462,0.538975705,0.432833173,,,,
5/20/2022,-0.478264677,-2.362933857,-2.787619051,0.033315233,0.911899185,1.263882532,,,,
5/21/2022,-0.469436746,2.34611068,-2.490764166,-1.891807052,-0.758515266,-2.786535468,,,,
5/22/2022,0.347351974,-1.703233065,-2.500857158,-2.623313483,-1.658070431,0.116814129,,,,
5/23/2022,0.375056418,0.488166219,-1.887639357,-2.423492444,-1.643769971,2.605056431,,,,
5/24/2022,0.952348249,-0.942722275,-1.33473583,-2.011513543,-1.046374565,-0.440379357,,,,
5/25/2022,-0.72400032,1.703177678,0.327054057,-2.238310095,-0.886507495,-2.684362557,,,,
5/26/2022,-1.337033508,-1.428436955,-1.259492635,-3.143993582,-0.959995503,2.568019067,,,,
5/27/2022,-1.090725386,0.980296884,-1.240755655,-2.609107961,0.875182996,-0.365277004,,,,
5/28/2022,-2.337970436,0.144379324,-1.359194572,-3.371609291,2.737699662,-0.969114275,,,,
5/29/2022,-1.446030184,0.265197832,0.749474355,-3.195214029,-0.455561969,0.483600473,,,,
5/30/2022,-0.090692463,-0.44837772,-1.116847518,-2.133620967,-2.902545518,0.639887163,,,,
5/31/2022,-0.194744246,0.549263419,-2.104152169,-0.676707246,0.089287365,-0.092570389,,,,
6/1/2022,-1.776717549,-1.771347704,-0.012519833,0.55972916,1.016872629,0.548875052,,,,
6/2/2022,-1.491619586,1.677978368,0.027887444,1.357814378,-0.928108975,0.979983488,,,,
6/3/2022,-2.344225318,0.848292365,-0.568548731,0.810805312,-0.096092376,-0.685753975,,,,
6/4/2022,-1.906293479,-0.902184632,-1.005642109,-1.107341189,-0.607274621,-1.753713101,,,,
6/5/2022,-2.735197465,0.163519532,-3.087716569,-2.447737288,-1.075549056,1.098023516,,,,
6/6/2022,-3.95734131,1.244043405,-1.272629111,-1.272907417,0.253663694,-2.418855677,,,,
6/7/2022,-1.918360229,-0.160754875,-0.778307507,-3.304735351,1.086691615,1.420357899,,,,
6/8/2022,-1.08312101,1.546861685,0.714763558,-1.902117769,1.310156313,-0.62919857,,,,
6/9/2022,-1.922392418,-0.645086326,-0.118713879,-1.501627036,1.088950443,-0.366140484,,,,
6/10/2022,-2.75773406,0.925739768,0.949692568,0.71283831,0.847244716,0.032573587,,,,
6/11/2022,-3.158717041,-0.051735886,0.727302069,0.559617391,1.298916993,4.278454518,,,,
6/12/2022,-2.747966166,-0.814502827,1.10470105,-1.69592685,0.425535205,-3.693136109,,,,
6/13/2022,-0.722171001,0.920726563,-1.243623622,-0.532381049,-1.372407644,-0.211897435,,,,
6/14/2022,-0.125977954,-0.296269358,0.369900921,0.66847989,-0.460890682,0.257100478,,,,
6/15/2022,-1.045586925,2.103617015,0.967938199,0.124550007,0.703007503,-0.117241399,,,,
